,1_CSF3R,1_MPL,1_NRAS,2_DNMT3A,2_SF3B1,2_IDH1,3_MYD88,3_GATA2,4_KIT,4_TET2,5_NPM1,7_BRAF,7_EZH2,8_RAD21,8_MYC,9_JAK2,10_PTEN,10_SMC3,11_WT1,11_ATM,11_KMT2A,11_CBL,12_ETV6,12_KRAS,12_PTPN11,13_FLT3,15_IDH2,17_TP53,17_NF1,17_STAT3,17_PPM1D,18_SETBP1,19_CALR,20_ASXL1,20_GNAS,21_RUNX1,21_ERG,21_U2AF1,22_CHEK2,X_ZRSR2,X_BCOR,X_KDM6A,X_SMC1A,X_STAG2,X_PHF6
128,1472,186,293,5566,1348,236,277,267,2337,6435,274,2774,5815,1178,940,186,469,950,963,243,3954,644,1973,906,1078,1959,239,2959,6489,80,706,1111,58,1248,272,1422,677,498,312,1332,3030,1327,552,2006,1110
129,600,0,201,2945,847,108,11,27,1408,2885,26,1096,3136,595,438,157,184,813,457,260,1956,234,465,401,726,840,230,1232,3449,49,394,468,6,1050,25,854,249,424,89,945,931,1331,574,1453,571
130,949,82,157,3699,950,20,494,137,1371,4311,213,1289,2678,965,792,276,388,687,825,539,2703,526,654,1002,708,1059,189,1612,5889,50,498,1058,69,1576,119,638,557,971,178,1233,2195,1973,355,1604,1373
131,393,0,145,1429,475,122,133,152,1353,2622,113,1201,3363,739,576,40,166,163,521,621,2318,116,318,387,439,584,70,520,2649,50,221,869,146,634,126,350,342,559,22,971,412,1340,369,1086,212
132,879,1,449,3424,850,106,279,163,2306,6411,155,1283,2592,900,903,160,414,604,748,410,2951,433,989,1293,1159,1056,93,1935,4078,38,627,1566,62,1589,294,818,376,787,126,1050,2260,1779,346,1455,1477
133,354,62,114,763,324,74,234,78,705,1825,43,947,2233,455,266,122,55,172,174,188,1481,166,372,256,247,500,63,537,2474,42,163,465,91,597,100,145,123,392,145,401,80,802,108,532,693
134,321,0,114,1445,455,187,102,356,1099,3857,209,1945,3514,887,755,157,233,745,685,363,2448,82,1214,474,674,885,151,1070,3334,6,228,837,44,1094,90,587,445,757,141,904,1353,388,360,996,952
135,798,58,272,1160,1092,259,570,242,1250,5172,13,2119,5556,1389,846,249,469,1049,913,452,3847,563,1634,768,758,1162,227,2132,6110,53,245,1421,221,1839,340,1089,502,670,211,1097,2011,961,448,1772,1765
136,203,74,201,863,290,31,172,153,1267,2954,167,442,1388,763,418,32,169,316,207,613,1986,275,265,123,332,582,66,846,1869,15,282,542,148,0,34,308,251,459,13,727,997,966,307,599,453
137,444,65,154,2131,486,71,202,106,843,2831,107,1546,2596,373,518,193,166,384,375,303,1480,296,730,369,446,575,151,1168,2643,34,229,532,46,678,115,594,206,339,138,495,1195,1001,342,964,850
138,523,37,157,1988,578,181,161,137,1132,2899,121,1229,2670,492,402,151,279,577,401,334,1488,360,568,390,331,612,57,933,3182,44,238,590,58,703,115,655,290,233,150,791,925,1111,285,1023,914
139,422,3,230,1753,820,110,219,23,1300,2724,69,1028,2386,819,381,22,223,315,262,318,1961,254,515,390,346,852,77,1187,3170,7,171,780,108,1078,116,529,153,691,44,417,1387,1587,465,670,1001
140,303,85,139,763,426,37,35,58,766,1420,59,1046,2208,200,367,56,124,213,291,326,1274,167,293,14,376,205,62,739,2481,2,92,281,52,275,105,434,175,161,0,650,753,972,247,732,722
141,354,41,271,1422,873,54,57,2,949,3376,153,1646,3118,899,478,9,279,613,293,525,1549,315,700,288,355,825,58,628,1702,5,274,654,18,1077,63,268,384,607,163,318,1308,1770,381,1032,1025
142,536,32,186,1702,468,62,215,111,867,2881,161,1663,3366,504,744,46,274,430,322,405,1919,276,508,243,639,808,65,903,3528,12,182,544,83,1254,77,531,338,549,83,924,1381,1268,508,865,1011
143,324,44,189,1911,448,80,138,115,929,1360,145,579,1145,441,470,84,281,414,346,355,1610,179,372,95,358,680,46,538,2493,28,216,346,30,492,8,436,268,142,95,468,817,971,253,752,677
144,878,0,327,3908,712,212,481,17,1550,5285,144,2256,5472,732,726,185,479,1262,745,495,3462,653,1673,516,852,929,62,1925,5040,6,536,1133,74,1177,153,556,460,780,159,1614,2103,2098,521,269,1681
145,521,11,106,2815,628,58,167,233,1486,3579,98,1135,3698,681,575,43,94,242,561,656,1691,260,462,303,506,542,30,480,3335,50,271,73,30,749,101,40,405,41,54,727,1368,1626,412,964,813
146,315,26,151,2050,512,115,127,146,890,3328,70,1389,2018,582,427,54,305,388,235,403,803,253,676,170,356,588,14,966,2477,18,276,491,103,676,4,576,239,445,95,396,905,1021,275,681,762
147,214,8,99,1131,414,4,99,76,1042,2279,15,1077,1843,279,318,5,107,249,288,280,874,212,289,235,314,272,14,774,2201,38,89,407,50,703,86,248,212,279,31,485,25,522,111,707,660
148,596,75,184,2516,953,82,266,123,1572,2340,214,1960,3884,851,598,84,153,418,559,411,2591,192,554,482,279,872,0,1437,2944,6,189,804,165,891,123,459,461,290,154,705,1500,73,313,979,982
149,613,2,209,1644,990,188,262,130,1543,4043,317,1198,4210,1031,504,70,394,767,224,345,2815,266,857,632,640,945,74,891,3068,12,366,606,18,736,237,935,89,465,196,773,28,304,432,1135,1606
150,106,56,77,1144,345,30,127,40,212,1064,0,387,909,285,95,28,32,188,167,160,783,127,158,80,190,329,21,191,1456,5,144,76,0,12,22,181,166,318,36,163,549,509,132,438,518
151,128,51,188,1436,436,63,71,196,591,2023,183,550,858,381,566,80,276,217,268,219,2037,74,115,244,465,495,88,1091,2233,22,249,520,116,988,67,567,131,262,113,547,76,273,288,477,459
152,1296,78,663,4321,1246,191,641,124,2304,6493,162,3868,5621,1046,1210,357,552,880,986,697,2707,803,2083,631,1319,1860,183,2479,7563,111,767,1974,109,2506,226,1380,769,726,396,1782,2615,3337,555,2237,1683
153,1090,0,295,4165,1011,233,477,99,907,5459,0,2325,5846,963,410,240,421,998,551,212,1762,298,1835,727,882,789,84,1063,3698,100,360,493,158,852,5,1266,401,506,409,1277,2318,1665,515,1572,1353
154,2332,15,952,11637,2887,418,700,592,4696,9503,729,6888,10707,2466,1566,392,1047,2221,1796,1440,7640,1399,2382,1997,2163,2341,554,3486,14821,129,992,2135,244,3493,452,1140,1393,1660,506,1505,4076,5547,1612,2767,3184
155,805,33,264,3806,1195,298,192,285,2147,6310,280,2636,4952,1148,972,164,493,1181,763,745,3503,585,1226,759,927,1452,141,2074,7052,85,593,772,158,1406,316,1164,515,769,230,1395,2460,1989,670,2055,2153
156,324,33,61,755,351,35,59,44,636,1761,37,633,1877,540,307,15,152,191,124,225,619,130,373,288,152,299,28,673,2013,13,123,292,26,459,41,192,201,369,77,439,661,756,204,210,4
157,637,21,259,2831,873,172,241,310,1285,4714,428,2369,4210,809,947,144,398,721,522,554,2567,572,1108,531,477,868,120,1827,4849,32,372,908,40,1139,229,459,370,663,198,1008,1756,2206,408,1086,1122
158,519,108,305,3456,964,123,100,350,1065,5419,363,2006,4462,632,561,95,26,822,456,705,2524,413,960,658,625,924,122,1676,4936,21,497,409,127,167,191,210,191,899,357,164,1905,1939,361,1580,612
159,178,0,88,1332,404,49,95,72,667,1013,12,813,1703,448,454,36,211,159,138,169,773,192,191,198,235,449,31,312,2131,0,97,389,178,491,24,109,193,311,74,469,755,664,194,418,877
160,285,34,357,2073,653,114,70,70,1192,2953,312,1231,2911,545,562,14,180,518,359,482,1299,38,650,367,289,604,17,987,3227,17,75,442,0,720,127,325,251,516,65,354,608,725,215,1130,487
161,651,69,313,4031,1215,151,202,262,1905,5243,329,2709,4934,906,718,84,296,620,546,613,3975,438,1250,361,541,1049,130,1671,4605,33,624,1212,229,1592,199,813,138,581,72,1702,1501,1215,394,949,1169
162,301,0,83,1217,246,11,133,34,606,1883,0,1163,1537,280,253,55,185,319,294,197,623,118,458,83,317,381,66,603,2048,36,163,358,11,692,3,433,84,279,48,482,649,340,227,646,457
163,1137,0,357,4383,1165,146,546,158,1630,5606,208,3259,5228,1366,739,149,241,1079,516,529,4017,554,1943,336,1463,1285,89,1784,4670,13,887,1230,14,1991,308,940,733,985,416,1522,2720,2074,331,1637,1493
164,421,0,112,1182,277,20,151,375,697,1523,112,1110,3057,474,492,51,351,305,302,334,1578,337,590,354,298,579,52,807,3163,15,193,497,26,919,209,351,229,533,72,815,1031,864,373,203,1114
165,921,173,398,5974,685,150,577,251,2025,4759,388,3811,7865,1945,1712,437,455,930,640,188,3182,347,690,215,765,649,345,2707,6651,80,688,755,87,2034,165,935,565,1274,419,1802,3069,3705,427,1309,1505
166,599,0,111,1491,694,119,259,137,1663,3686,4,1227,3007,807,641,248,374,677,601,471,2790,388,953,335,575,1084,124,908,3679,43,334,801,120,1250,120,602,625,396,119,1053,1086,1561,420,1104,1402
167,268,1,102,22,526,37,239,54,807,1820,59,1191,2051,671,555,84,239,376,432,383,1779,315,375,198,368,688,48,894,1455,4,186,622,91,410,34,534,316,201,85,762,987,817,331,775,705
168,543,116,396,4318,1095,162,354,230,2591,6213,229,2413,5929,1140,256,158,507,1011,749,858,3507,372,1366,730,1147,880,184,2210,6549,56,447,1292,142,1674,153,642,795,728,228,1733,2191,2850,568,1521,1780
169,609,3,248,2927,859,241,164,105,1857,3948,212,2017,3899,793,339,146,204,737,624,327,2508,193,594,304,741,1188,63,1138,4353,95,396,620,74,576,265,685,501,623,140,840,1422,985,202,885,1444
170,195,15,98,627,320,38,190,14,498,1703,163,402,380,263,383,49,83,124,219,211,1022,80,143,136,190,366,3,501,1505,5,108,357,105,492,93,404,257,21,52,449,125,926,186,281,503
171,686,125,345,3201,389,86,244,78,1575,4560,387,2087,3331,332,395,28,293,470,688,514,511,108,558,116,433,625,59,1401,2328,44,172,917,310,1220,96,652,523,401,65,866,1544,813,474,1418,454
172,363,0,116,1788,597,74,133,33,456,2027,49,1521,1047,469,484,195,156,269,283,340,356,261,817,288,247,667,133,1004,2203,65,139,590,94,646,36,545,76,277,197,755,268,820,149,710,782
173,306,325,201,2025,525,13,208,157,1328,3590,157,650,1303,641,436,89,40,441,216,556,2043,281,136,118,375,692,79,1007,3743,30,204,565,0,863,21,617,247,526,81,660,1417,1016,81,828,580
174,533,1,212,3270,536,120,126,198,1980,3409,186,1476,5092,1159,609,204,495,900,611,648,3021,407,1016,477,470,1241,75,2028,5290,30,475,819,69,1280,159,529,263,520,154,1540,1805,1455,423,1295,923
175,192,24,113,1049,505,28,51,43,393,1428,52,557,868,271,313,34,12,146,159,304,1318,54,257,64,127,257,16,548,1201,5,103,224,32,262,20,136,152,217,14,346,127,437,97,279,413
176,121,44,63,351,279,50,53,1,402,1162,19,732,1163,208,197,41,60,103,123,149,600,78,238,144,136,375,11,260,1405,0,173,231,16,389,8,294,82,163,18,47,483,251,124,376,385
177,369,0,115,1631,624,55,74,135,685,1919,72,1222,2819,323,467,28,14,153,159,476,942,74,174,115,135,474,88,1007,2235,18,261,468,50,577,95,336,203,378,30,419,1116,378,134,747,397
178,490,38,165,2397,708,101,322,203,1300,3642,111,1458,3138,611,773,141,163,522,232,620,2581,164,358,261,353,947,145,1274,2543,23,518,889,204,876,119,619,286,793,148,626,1293,609,407,671,975
179,175,0,40,632,409,18,214,135,717,1981,42,879,1836,363,129,106,145,156,305,435,787,176,302,259,187,384,79,301,2419,7,157,255,68,212,31,70,141,221,70,476,808,672,96,408,123
180,117,57,33,1080,280,49,111,0,365,953,124,512,1336,221,118,15,75,218,288,142,688,49,301,193,171,145,50,323,1013,15,67,304,88,335,43,149,158,117,26,330,388,237,107,415,423
181,744,6,141,1290,372,86,338,96,551,2263,88,215,348,0,2,0,0,0,19,77,2,234,489,302,350,406,30,1186,396,35,171,389,250,0,68,170,189,379,0,358,1800,913,0,183,129
182,254,0,44,1268,288,34,0,15,681,1652,28,617,1240,184,251,88,119,218,82,207,993,200,413,233,288,383,11,297,1677,44,169,325,56,200,54,319,165,144,26,474,553,732,76,521,209
183,320,13,257,913,436,57,307,90,1103,2961,86,1086,2782,395,348,82,199,323,341,364,2199,105,1093,416,552,1044,12,938,2975,61,250,677,72,1161,48,1063,16,379,47,590,1210,371,338,827,902
184,270,173,106,1264,789,120,258,291,747,1717,208,1163,1695,563,524,21,218,442,205,551,720,313,452,226,272,534,42,1102,3233,2,228,903,218,632,17,374,94,887,53,728,371,33,108,423,726
185,222,0,92,1131,425,122,55,43,548,1740,8,707,981,322,187,9,116,202,207,208,998,156,307,136,183,313,18,564,909,25,132,285,14,206,96,127,31,262,70,232,365,605,152,158,499
186,522,0,407,2100,1211,228,130,44,1835,5666,192,2438,5564,829,816,101,143,555,643,679,2883,209,935,660,836,1096,149,1732,5795,11,181,949,68,1277,230,230,321,579,178,921,2262,2039,432,1398,1257
187,511,1,215,2128,922,181,198,205,1067,3176,88,1755,3222,743,580,42,99,398,387,670,1749,183,800,409,399,415,73,1141,3486,31,286,648,52,918,109,283,331,552,140,748,1155,711,300,836,1313
188,262,42,79,925,1,64,117,40,559,1307,44,392,690,266,204,52,88,171,174,60,640,70,382,202,256,397,67,573,1493,5,111,220,54,406,16,345,128,102,124,405,445,506,132,424,272
189,679,56,459,3200,826,114,439,356,1353,4650,217,1090,1934,660,930,110,275,532,643,606,3362,265,608,725,381,936,85,1473,4325,16,442,1050,92,967,144,708,558,645,64,1075,1814,1650,396,1283,1414
190,538,0,192,2764,724,38,163,177,1135,3179,59,1487,3261,777,875,110,290,462,290,442,2217,171,758,386,552,858,90,1693,3598,39,196,821,48,1141,122,242,337,575,167,677,183,1339,0,428,489
191,1247,6,504,4716,1640,313,208,170,1739,7175,359,2430,3868,1772,89,317,759,1459,829,615,4438,215,1527,1040,898,1307,79,2406,7019,118,451,1542,512,2009,37,1133,679,1027,173,1761,3000,814,593,2365,1951
192,710,0,332,3205,1205,229,619,240,1713,6221,321,2838,4505,1076,1014,262,389,704,690,403,3731,481,1614,448,818,1713,143,2074,6692,151,668,738,108,1468,317,1113,564,875,534,1707,2436,1971,761,1831,1754
193,1124,105,75,1746,923,322,377,217,1360,3052,242,2084,3357,212,579,247,335,926,603,252,2612,235,1057,164,448,363,248,1282,3564,8,542,1130,60,1643,119,1040,60,506,160,1404,1938,1869,718,713,455
194,3292,332,1153,10793,3243,542,1436,699,4878,14626,574,6533,10196,2295,2762,875,1391,2447,2427,1674,9407,1902,2673,2801,3074,4901,704,5192,18511,291,1701,3402,281,6410,988,3709,1360,2077,1503,4018,5368,6495,1193,4518,2930
195,540,1,74,1150,752,135,176,32,719,2726,98,1182,2461,746,327,67,423,423,420,382,1512,296,737,531,345,626,27,897,3215,18,201,577,66,728,55,596,308,540,61,692,1136,943,204,875,637
196,246,12,153,1852,796,103,238,114,1077,3067,127,882,1289,728,414,103,170,396,263,398,1608,339,339,564,507,440,88,1138,3326,44,193,540,24,680,224,367,346,180,78,500,1045,940,301,1054,733
197,995,0,373,3409,1036,148,413,221,1777,5660,391,2553,4905,1001,772,0,265,879,498,584,2154,637,1027,676,881,1238,255,1860,5342,65,520,1084,180,1388,231,895,434,785,216,90,2525,1529,518,1521,1369
198,477,58,339,2799,1006,124,92,534,1075,3189,48,1657,3718,503,327,139,237,582,656,346,2622,351,806,343,617,990,152,1500,1989,12,296,602,370,1201,59,506,196,469,7,810,1658,1353,573,504,997
199,814,4,367,4869,978,134,482,288,2172,6290,454,1527,2825,1526,1382,116,293,1380,661,205,2129,391,918,298,542,1077,32,1759,5800,32,415,689,48,1634,325,2417,753,1521,548,1529,2684,2508,516,3355,3109
200,233,96,45,1054,507,98,39,124,912,2493,90,553,1095,408,466,16,218,290,140,250,1559,173,119,522,227,407,29,701,2234,15,118,394,10,599,46,391,209,341,31,428,988,1029,175,726,1032
201,650,185,358,4440,1154,145,438,221,2584,7223,610,2277,3400,1498,1158,236,529,1277,1075,948,4598,736,890,680,1005,1526,180,2504,7404,60,612,1416,133,2011,306,1538,589,1113,247,1776,2753,2734,749,2420,2151
202,2243,53,512,7697,2275,436,795,188,3547,8819,516,3689,7950,1854,1435,283,770,1807,1612,937,5295,1232,2628,1654,1295,2302,387,3203,11142,238,897,2151,66,2215,528,1968,948,1007,584,1695,3402,3009,1007,2680,2844
203,492,0,180,1414,779,164,291,227,1020,3562,0,1556,3279,257,207,0,283,495,425,397,1688,170,1033,367,477,1307,43,1236,1910,109,248,697,58,1121,117,627,494,450,257,778,1454,1512,287,777,612
204,518,1,339,738,532,93,6,301,823,3141,77,1522,2805,986,268,51,139,327,459,318,2082,251,354,13,217,623,63,1531,2932,47,202,368,54,648,65,394,210,313,144,664,1180,951,154,893,782
205,2312,77,1301,10906,3310,896,1163,645,4592,15736,505,8189,14503,2605,2236,470,1259,2834,1696,1455,7759,1680,4214,2052,1633,4041,655,5682,16153,192,1722,3662,243,4070,711,1856,962,2395,571,2572,7035,6806,1429,6039,4152
206,215,62,212,1131,358,46,74,0,529,1842,188,981,1654,294,297,21,165,202,117,207,854,27,207,95,239,428,25,521,1862,12,135,253,54,539,112,337,188,218,93,392,753,609,248,738,577
207,1561,151,1108,7389,2988,546,521,354,4903,14008,771,7406,15525,3309,1898,377,684,2101,1671,1586,10180,1118,3553,2044,2125,2873,575,5431,14074,150,1228,3071,235,3294,644,2703,1375,1595,361,2148,5529,6109,1387,4575,2833
208,251,35,57,1160,614,20,97,0,710,1929,202,872,2165,552,242,44,272,199,213,54,1330,217,357,103,327,398,68,607,1921,13,114,349,51,354,87,482,181,190,56,612,846,781,174,601,749
209,386,0,159,998,811,58,102,96,654,3455,73,1397,2407,488,705,20,258,379,301,433,1925,240,400,217,197,192,28,890,3257,25,113,938,137,580,40,321,133,580,66,514,837,1341,338,252,764
210,1036,0,407,4312,577,267,572,299,1411,5156,256,2009,5329,631,442,1,605,1199,571,253,1649,389,1326,983,763,1450,67,2251,6223,48,528,804,64,2024,221,1231,243,750,628,865,2471,2259,488,1081,1590
211,181,0,62,1188,299,94,188,40,605,917,15,780,1406,328,135,56,158,303,155,29,900,186,317,191,146,351,111,584,1552,23,104,241,14,323,54,202,140,237,103,392,609,626,97,589,257
212,141,0,112,1139,489,35,102,58,1016,3608,184,0,1,697,678,113,81,373,395,381,1962,305,636,695,643,835,32,798,1723,20,219,787,12,964,187,755,457,882,133,2,1,0,0,0,0
213,592,0,196,2999,976,110,200,179,542,4043,62,1969,2563,911,473,116,213,651,577,517,2743,311,1010,467,301,750,71,1510,3341,21,231,835,33,1375,39,603,503,425,64,963,522,1513,496,42,915
214,1597,60,658,7129,1514,251,976,594,3294,10427,267,2887,8223,1787,1815,439,755,1776,2128,905,6090,585,2081,1099,1684,2813,511,4296,11640,222,1060,2276,246,3739,395,2651,1140,1364,428,2820,5022,2475,863,3695,2515
215,1007,23,401,4315,1264,330,274,106,1718,5652,302,2992,5995,912,545,261,379,927,808,375,3990,401,1342,1006,762,1371,162,1963,4537,94,638,1071,28,1716,153,1263,597,590,320,1486,1146,2125,467,1661,645
216,1074,90,345,2365,624,170,374,217,1500,3248,107,1891,4130,794,609,103,478,858,331,483,2688,539,1183,692,675,1060,119,1720,4483,61,676,562,80,1359,56,967,224,802,254,1222,1620,509,612,1015,1549
217,411,3,85,896,322,8,257,127,683,2547,21,1140,1838,264,288,33,145,262,248,236,1714,186,498,115,342,496,88,850,2297,6,159,299,80,549,39,326,226,503,142,438,927,895,169,536,540
218,521,44,71,2358,758,89,313,96,1670,3846,45,2024,2540,354,409,184,221,295,500,264,1562,476,1062,348,321,780,119,1446,3511,49,295,929,84,1035,99,634,414,519,170,1017,1385,1165,376,647,1068
219,167,4,123,1576,612,73,108,0,610,1208,92,973,2209,499,257,38,227,395,223,336,984,180,424,176,149,314,29,547,2115,29,169,536,46,610,44,249,134,429,60,358,828,546,260,642,444
220,721,9,106,3917,515,218,354,0,1780,4172,56,2343,3928,803,462,149,382,484,504,407,3191,321,1100,233,316,956,172,1824,4669,43,165,577,116,826,0,611,458,446,138,977,1637,1690,418,1626,1101
221,227,17,305,1506,490,17,277,39,762,2096,11,654,1127,738,623,28,97,196,366,220,1183,201,190,189,330,538,41,306,2329,22,152,470,48,729,57,501,157,229,61,202,875,268,179,0,0
222,310,0,66,507,280,22,180,101,629,1036,27,1057,1673,362,322,103,85,208,130,131,871,81,499,136,306,184,113,464,1648,12,85,307,119,476,75,464,164,400,64,433,688,326,106,668,526
223,436,0,118,1583,554,96,100,112,1013,2487,29,1480,2877,534,352,75,225,397,426,188,1900,192,651,431,280,583,50,247,2707,13,211,470,76,602,66,375,281,426,115,688,884,890,207,710,357
224,398,31,163,1486,640,74,130,35,783,2870,22,1277,1518,188,440,18,184,159,298,482,1657,287,304,370,187,457,39,891,2822,8,167,614,215,480,150,71,201,271,88,528,996,253,246,861,205
225,223,25,33,921,172,9,106,22,282,1038,0,726,1203,124,205,52,82,189,195,130,771,240,373,111,217,252,45,309,1401,20,85,159,29,200,1,104,77,216,46,306,275,620,46,528,464
226,678,1,175,1747,1144,92,236,153,1130,3921,124,1084,1877,641,73,91,256,475,158,346,2117,244,239,195,481,938,185,1271,3620,25,392,815,22,710,177,806,248,509,75,448,1540,1326,512,1338,1158
227,298,13,105,1734,519,88,85,81,616,2405,49,1163,1551,348,429,24,309,351,224,296,1415,291,282,199,311,383,76,1095,2007,27,254,348,33,554,47,267,315,469,72,521,1099,923,235,525,724
228,178,20,43,885,124,59,59,13,382,1094,40,665,1243,278,182,62,85,155,129,62,674,109,265,149,246,280,24,356,1329,32,142,267,12,482,71,295,130,131,71,245,562,399,101,316,332
229,159,45,107,1157,349,38,1,49,578,1582,98,552,902,287,221,20,105,128,141,306,765,25,310,87,236,206,32,292,1181,10,81,472,0,375,26,148,118,134,29,112,397,411,155,387,544
230,2309,169,778,7566,2378,443,830,557,3914,11468,344,6250,10062,2500,2281,460,1225,2055,2071,1331,8817,1237,3644,1576,2060,3263,758,4421,12996,240,1207,2580,292,4025,529,2862,1391,1781,604,3156,5297,4393,1210,3781,3198
231,260,0,148,928,534,69,155,102,497,2351,144,788,2179,390,360,55,4,246,126,272,1505,142,353,231,367,575,9,494,1537,0,229,537,4,559,33,295,143,282,57,417,874,883,144,702,477
232,477,58,173,1939,356,144,314,15,479,2315,105,1305,1367,342,348,123,260,327,447,208,1809,161,688,508,451,610,89,989,2619,42,247,209,116,701,122,525,272,147,183,800,494,839,290,522,951
233,387,0,187,1654,379,60,0,0,530,2318,23,982,1064,266,130,57,102,382,247,354,1523,258,263,388,345,728,11,888,1790,18,175,415,54,335,76,404,265,455,38,632,749,1003,140,579,572
234,1430,140,480,6117,1826,329,575,202,3016,9422,357,4374,8809,1461,1427,209,857,1611,1203,1105,6414,1156,1971,1001,1484,2012,347,3495,9960,80,858,2083,144,2623,318,1347,909,1550,279,2051,4313,3714,1198,3191,2798
235,483,0,217,1606,598,95,95,107,604,2218,44,1325,2444,399,307,98,216,441,308,157,1138,124,436,261,245,607,170,847,2597,24,293,347,62,682,23,446,156,248,51,576,176,883,139,639,420
236,96,31,149,1327,394,39,31,33,293,1805,237,738,1098,267,159,37,214,296,133,148,706,209,261,350,119,282,31,680,1900,12,206,394,65,296,4,160,89,440,73,299,534,363,97,462,488
237,602,72,238,1904,668,34,171,52,480,3149,135,856,2822,651,678,73,203,375,488,472,1413,240,866,513,559,986,139,1304,4298,28,121,596,109,540,143,368,381,638,5,793,1383,783,247,685,984
238,540,61,315,1444,674,136,294,238,1363,3969,222,1839,3653,638,554,28,372,634,467,375,2193,284,1093,408,486,780,34,1897,4049,28,351,854,116,1231,237,1105,306,0,94,848,1371,1101,384,1078,1169
